name,piste:difficulty,piste:type,geometry,ski_hill
Off Ramp,easy,downhill,"LINESTRING (-114.440611 49.312542, -114.440703 49.313007, -114.440081 49.31393)",
North Run,easy,downhill,"LINESTRING (-114.430584 49.317227, -114.430712 49.317404, -114.430167 49.317987, -114.429639 49.318091, -114.428874 49.318618, -114.428279 49.319286, -114.428172 49.319735, -114.427896 49.320363, -114.427559 49.320797, -114.427423 49.320658, -114.427275 49.320425, -114.42688 49.319851, -114.426581 49.319797, -114.426425 49.319919, -114.426334 49.320074, -114.425977 49.320744, -114.425741 49.321443, -114.425632 49.321785, -114.425419 49.322408, -114.425204 49.32294, -114.425161 49.323611, -114.425125 49.324182, -114.425018 49.324742, -114.42483 49.324995, -114.424739 49.32512, -114.424184 49.325332, -114.423873 49.32535, -114.422765 49.325204, -114.42175 49.325024, -114.421106 49.324744, -114.421042 49.324353, -114.421085 49.323919, -114.42102 49.323388, -114.420462 49.323024, -114.41984 49.322436, -114.419733 49.321849, -114.419605 49.321666, -114.419196 49.32108, -114.418917 49.32059, -114.418799 49.320316, -114.418274 49.320194)",
North Star,advanced,downhill,"LINESTRING (-114.43204 49.326231, -114.430998 49.326087, -114.428916 49.325611, -114.4275 49.325387, -114.42587 49.325122, -114.42483 49.324995)",
Harker’s High Way,intermediate,downhill,"LINESTRING (-114.43742 49.321232, -114.436856 49.32101, -114.435912 49.320716, -114.434281 49.320506, -114.433079 49.320422, -114.432034 49.320462, -114.431752 49.320555, -114.431567 49.320752, -114.431476 49.321385, -114.431293 49.321602, -114.430993 49.321775, -114.429931 49.321848, -114.429111 49.321868, -114.428386 49.321663, -114.427887 49.321136, -114.427559 49.320797)",
North Bowl,advanced,downhill,"LINESTRING (-114.436304 49.323385, -114.434481 49.323357, -114.432264 49.323471, -114.429818 49.323737, -114.428464 49.323948, -114.427157 49.324366, -114.425747 49.324728, -114.425018 49.324742)",
Powder Horns,advanced,downhill,"LINESTRING (-114.434481 49.323357, -114.432506 49.323176, -114.431062 49.323066, -114.429603 49.322982, -114.428444 49.323052)",
Double Exposure,advanced,downhill,"LINESTRING (-114.434688 49.324082, -114.433215 49.324029, -114.432285 49.324045, -114.431047 49.323973, -114.430204 49.323849, -114.429818 49.323737)",
Siwash,advanced,downhill,"LINESTRING (-114.436919 49.321806, -114.434839 49.321821, -114.433809 49.321947, -114.431084 49.322115, -114.428585 49.322173)",
Bowl Access,intermediate,downhill,"LINESTRING (-114.428386 49.321663, -114.428527 49.321837, -114.428565 49.322025, -114.428585 49.322173, -114.428552 49.322562, -114.428444 49.323052, -114.428464 49.323948)",
Northern Exposure,advanced,downhill,"LINESTRING (-114.433472 49.324982, -114.430955 49.324506, -114.429496 49.324227, -114.428464 49.323948)",
Lower Siwash,advanced,downhill,"LINESTRING (-114.428585 49.322173, -114.427292 49.322169, -114.426368 49.32215, -114.425632 49.321785, -114.425284 49.321549, -114.424873 49.321559, -114.423996 49.321732)",
Goat Run,advanced,downhill,"LINESTRING (-114.433079 49.320422, -114.432307 49.320226, -114.431337 49.319955, -114.4299 49.319899, -114.428172 49.319735)",
Luxton's,freeride,downhill,"LINESTRING (-115.764252 51.100283, -115.765475 51.100444, -115.76702 51.100801, -115.768479 51.100889)",sunshine
Kain Cliffs,freeride,downhill,"LINESTRING (-115.766328 51.097847, -115.768388 51.09778)",sunshine
Engler's,freeride,downhill,"LINESTRING (-115.764638 51.099851, -115.765475 51.10002, -115.766848 51.100168, -115.768361 51.100485)",sunshine
Wheeler's,freeride,downhill,"LINESTRING (-115.763769 51.102297, -115.76466 51.101947, -115.765883 51.101879, -115.768479 51.101926)",sunshine
Kain Cliffs,freeride,downhill,"LINESTRING (-115.765915 51.098275, -115.767771 51.098814)",sunshine
Peyto's,freeride,downhill,"LINESTRING (-115.763126 51.100646, -115.764424 51.100882, -115.765647 51.100916, -115.766752 51.101394, -115.768447 51.101556)",sunshine
It's a Ten,easy,downhill,"LINESTRING (-117.078145 51.274993, -117.078428 51.274908, -117.078736 51.274845, -117.079818 51.274886, -117.080414 51.274842, -117.081247 51.274737, -117.082264 51.274777, -117.085229 51.275684, -117.085943 51.275766, -117.086106 51.275938, -117.086108 51.276085, -117.085821 51.27619, -117.085467 51.27624, -117.084798 51.276283, -117.084125 51.276253, -117.083602 51.276197, -117.083194 51.276212, -117.08266 51.27644, -117.081498 51.277164, -117.080359 51.277911, -117.079308 51.278599, -117.077506 51.280101, -117.076861 51.280184, -117.076508 51.280419, -117.076141 51.280975, -117.075538 51.281686, -117.074895 51.282238, -117.074953 51.282691, -117.07479 51.282926, -117.074185 51.282908, -117.073634 51.282909, -117.071638 51.283265, -117.070993 51.283438, -117.070577 51.283549, -117.06995 51.283874, -117.069214 51.283766, -117.068738 51.283482, -117.068543 51.28271, -117.06847 51.282552, -117.068194 51.282321, -117.067942 51.282395, -117.068143 51.283218, -117.068135 51.283496, -117.068478 51.284104, -117.068847 51.284361, -117.069242 51.284508, -117.069443 51.284627, -117.069242 51.285033, -117.069447 51.285261, -117.069761 51.285415, -117.070533 51.285782, -117.070558 51.286034, -117.070315 51.286501, -117.070407 51.286931, -117.070709 51.287534, -117.070935 51.287784, -117.071111 51.287979, -117.071287 51.288535, -117.071656 51.288913, -117.072788 51.28897, -117.074021 51.289149, -117.074783 51.289385, -117.075194 51.289652, -117.075169 51.289909, -117.074767 51.289767, -117.073979 51.289573, -117.073006 51.289531, -117.070449 51.289956, -117.069887 51.289909, -117.069258 51.289626, -117.068521 51.288839, -117.06816 51.288521, -117.067791 51.288194, -117.066524 51.287618, -117.065913 51.28734, -117.065645 51.287182, -117.064555 51.286537, -117.062796 51.286184, -117.062257 51.286076, -117.061855 51.285929, -117.061497 51.285708, -117.060643 51.285182, -117.059994 51.284781, -117.058418 51.284094, -117.057042 51.283611, -117.056665 51.28359, -117.056456 51.283685, -117.056514 51.2839, -117.057244 51.28498, -117.057961 51.285823, -117.058201 51.28612, -117.058469 51.28653, -117.058272 51.28687, -117.057875 51.287474, -117.057726 51.287731, -117.057521 51.288084, -117.057328 51.288621, -117.056988 51.289305, -117.056693 51.289886, -117.055855 51.290079, -117.053124 51.290118, -117.052059 51.290217, -117.051579 51.290635, -117.051124 51.290987, -117.050884 51.291478, -117.05069 51.292123, -117.05077 51.292358, -117.050896 51.293345, -117.05111 51.294421, -117.05119 51.294761, -117.051142 51.295505, -117.051013 51.295766, -117.050517 51.296633, -117.049914 51.297136, -117.049577 51.297378, -117.048901 51.297711, -117.048649 51.29785)",kickinghorse
,easy,downhill,"LINESTRING (-117.057726 51.287731, -117.057052 51.28795, -117.056022 51.288433, -117.05467 51.288842, -117.053222 51.289466, -117.052393 51.289916, -117.052059 51.290217)",kickinghorse
Double Header,advanced,downhill,"LINESTRING (-117.065838 51.279354, -117.06487 51.27981, -117.063336 51.280468, -117.062027 51.281139, -117.060525 51.282025, -117.058511 51.282978, -117.057693 51.28338, -117.057042 51.283611)",kickinghorse
Terminator,advanced,downhill,"LINESTRING (-117.064229 51.278186, -117.063339 51.278548, -117.061987 51.279058, -117.060718 51.27983, -117.059884 51.280367, -117.058926 51.280958, -117.057535 51.281716, -117.056137 51.282448, -117.055057 51.283003)",kickinghorse
Whiskey Jack,intermediate,downhill,"LINESTRING (-118.921297 49.73257, -118.920935 49.732514, -118.920376 49.732442, -118.92006 49.732476, -118.919475 49.732488, -118.919045 49.7324, -118.918639 49.732397, -118.918289 49.732266, -118.91781 49.731833, -118.917722 49.731262, -118.917207 49.730901, -118.916501 49.730258, -118.915943 49.730078, -118.915576 49.729466, -118.914828 49.727887, -118.914192 49.727191, -118.913989 49.726539)",bigWhite
Stihl Life Glades,advanced,downhill,"LINESTRING (-118.119629 50.95648, -118.119665 50.956806, -118.119542 50.957139, -118.119526 50.957452, -118.119481 50.957875, -118.119241 50.958282, -118.119147 50.958537, -118.119314 50.958852, -118.119676 50.959309, -118.120271 50.959871, -118.120677 50.9603, -118.121003 50.960487, -118.121329 50.96083, -118.121801 50.960542, -118.122228 50.960012, -118.122148 50.959629, -118.122431 50.959314, -118.122837 50.959136, -118.123352 50.959008, -118.123765 50.959044, -118.123925 50.958939, -118.123888 50.958697, -118.123729 50.958387, -118.123519 50.957875, -118.123352 50.957537, -118.123069 50.957163, -118.12275 50.956734, -118.122453 50.956378, -118.122134 50.956181, -118.122163 50.95593, -118.121656 50.956003, -118.120633 50.956131, -118.119988 50.9563, -118.119629 50.95648)",revelstoke
Stihl Life Glades,advanced,downhill,"LINESTRING (-118.11755 50.962142, -118.118268 50.962065, -118.118863 50.961929, -118.119406 50.961697, -118.119939 50.961513, -118.12061 50.961267, -118.121226 50.960957, -118.120836 50.960563, -118.120549 50.96037, -118.120103 50.959934, -118.119703 50.959523, -118.119549 50.959366, -118.11918 50.958878, -118.119125 50.958807, -118.118955 50.958588, -118.118129 50.958885, -118.117243 50.959285, -118.116341 50.95974, -118.115715 50.960225, -118.115484 50.960531, -118.115433 50.960789, -118.115761 50.961096, -118.116094 50.961232, -118.116653 50.961432, -118.116986 50.961613, -118.117191 50.961852, -118.11755 50.962142)",revelstoke
Iron Glaiden,advanced,downhill,"LINESTRING (-118.104797 50.959259, -118.105202 50.959252, -118.105674 50.959297, -118.106545 50.959291, -118.10717 50.959401, -118.107299 50.959394, -118.107314 50.959327, -118.107253 50.959249, -118.106632 50.958849, -118.106417 50.958665, -118.106371 50.958545, -118.106484 50.958494, -118.106822 50.958565, -118.107862 50.958868, -118.108883 50.959104, -118.109523 50.959307, -118.109744 50.959339, -118.109913 50.959478, -118.110077 50.959536, -118.110226 50.959469, -118.110338 50.95932, -118.110292 50.959049, -118.110051 50.958762, -118.109682 50.958571, -118.109354 50.958251, -118.108949 50.958016, -118.108508 50.957828, -118.107822 50.957715, -118.107319 50.957564, -118.10693 50.957586, -118.106268 50.957654, -118.105745 50.957896, -118.105356 50.958142, -118.105387 50.95828, -118.105053 50.95849, -118.104838 50.95872, -118.1049 50.958994, -118.104797 50.959259)",revelstoke
Tally-Ho Glades,advanced,downhill,"LINESTRING (-118.098278 50.959549, -118.098876 50.959702, -118.099066 50.959782, -118.09905 50.959915, -118.099266 50.959908, -118.099466 50.959792, -118.100065 50.959792, -118.100234 50.95987, -118.100127 50.960041, -118.10024 50.960118, -118.10066 50.960021, -118.100819 50.959892, -118.101034 50.959879, -118.101193 50.959692, -118.101916 50.959763, -118.102403 50.959779, -118.103038 50.959786, -118.103459 50.95966, -118.103818 50.959443, -118.104069 50.959221, -118.104135 50.958937, -118.104135 50.958643, -118.104305 50.958329, -118.104669 50.957948, -118.105038 50.95758, -118.105376 50.957435, -118.105684 50.957474, -118.105884 50.95738, -118.106027 50.957177, -118.105689 50.957115, -118.105222 50.957102, -118.104566 50.957035, -118.104018 50.956893, -118.103572 50.956657, -118.10311 50.956415, -118.102418 50.956189, -118.101578 50.955905, -118.101188 50.955659, -118.100902 50.955565, -118.100655 50.955485, -118.100214 50.95532, -118.100004 50.955388, -118.099763 50.955675, -118.099343 50.956273, -118.099259 50.956842, -118.099235 50.957009, -118.098881 50.957777, -118.098543 50.958597, -118.098343 50.959156, -118.098335 50.959206, -118.098278 50.959549)",revelstoke
Clyde's Secret Glades,advanced,downhill,"LINESTRING (-118.108606 50.960986, -118.108696 50.960983, -118.108954 50.960973, -118.109201 50.96086, -118.109795 50.960773, -118.11018 50.960741, -118.110605 50.960831, -118.110892 50.96096, -118.111487 50.960909, -118.112061 50.960938, -118.112497 50.96087, -118.112886 50.960695, -118.11326 50.960663, -118.113394 50.960589, -118.113168 50.960308, -118.112809 50.960034, -118.112512 50.959888, -118.112081 50.959582, -118.111938 50.959297, -118.11161 50.959046, -118.111077 50.958758, -118.110395 50.958452, -118.110103 50.958351, -118.109949 50.958384, -118.109908 50.958497, -118.110169 50.958694, -118.110456 50.959, -118.110513 50.959336, -118.110421 50.959578, -118.110226 50.959727, -118.10999 50.959766, -118.109769 50.95973, -118.109672 50.959559, -118.109482 50.959385, -118.108806 50.959175, -118.107827 50.958945, -118.106791 50.958674, -118.106653 50.958674, -118.106719 50.958781, -118.107468 50.959255, -118.10754 50.959356, -118.107529 50.959456, -118.107406 50.959507, -118.107232 50.959491, -118.106545 50.959381, -118.105643 50.959368, -118.105192 50.959304, -118.104823 50.959327, -118.104736 50.959404, -118.104833 50.959524, -118.105141 50.959656, -118.105214 50.959767, -118.105279 50.959866, -118.105607 50.960011, -118.10632 50.960205, -118.107027 50.960331, -118.107714 50.960512, -118.108129 50.960728, -118.108606 50.960986)",revelstoke
Snorkel Glades,advanced,downhill,"LINESTRING (-118.110248 50.975192, -118.110269 50.974944, -118.110103 50.97441, -118.109835 50.974045, -118.109073 50.973815, -118.10852 50.973653, -118.107598 50.973444, -118.107458 50.973231, -118.107303 50.97319, -118.107206 50.973231, -118.107244 50.9734, -118.107437 50.973589, -118.107539 50.973809, -118.107351 50.974001, -118.107126 50.974119, -118.106766 50.974075, -118.106654 50.973934, -118.10653 50.973711, -118.106326 50.973572, -118.1055 50.973076, -118.105018 50.972707, -118.104433 50.9724, -118.104052 50.972231, -118.103528 50.97208, -118.103169 50.972013, -118.102477 50.971987, -118.102072 50.972045, -118.101882 50.972206, -118.101826 50.972448, -118.101887 50.972852, -118.102057 50.973042, -118.102021 50.973262, -118.102164 50.973368, -118.102374 50.973352, -118.102549 50.973136, -118.102697 50.972871, -118.102908 50.972768, -118.103256 50.972855, -118.10342 50.973033, -118.103405 50.97342, -118.103946 50.974373, -118.104364 50.974859, -118.104564 50.975369, -118.10483 50.975669, -118.10503 50.976056, -118.105302 50.976163, -118.105958 50.976308, -118.106665 50.976579, -118.107204 50.976886, -118.107455 50.977131, -118.108024 50.977189, -118.108629 50.977176, -118.109049 50.977096, -118.10929 50.976989, -118.109653 50.976993, -118.109787 50.976916, -118.109802 50.976783, -118.10973 50.976541, -118.109859 50.976093, -118.110079 50.975634, -118.110248 50.975192)",revelstoke
Corkscrew,intermediate,downhill,"LINESTRING (-118.942768 49.736133, -118.94391 49.736002, -118.944339 49.735877, -118.944806 49.735565, -118.946872 49.735107, -118.947285 49.733658, -118.947306 49.732992, -118.947633 49.732534, -118.948449 49.732049, -118.948685 49.731244, -118.949286 49.730821, -118.949328 49.730398, -118.949479 49.730031, -118.949421 49.729178)",bigWhite
Powder Gulch,intermediate,downhill,"LINESTRING (-118.938063 49.732482, -118.938385 49.732337, -118.94008 49.73156, -118.941164 49.731109, -118.941958 49.730194, -118.943267 49.729154, -118.944372 49.728883, -118.946386 49.728747, -118.94714 49.728696, -118.947631 49.728874, -118.947965 49.728975)",bigWhite
Surprise,advanced,downhill,"LINESTRING (-118.941593 49.735124, -118.941711 49.733682, -118.941604 49.732774, -118.941507 49.731699, -118.942655 49.730617, -118.945058 49.729168, -118.94714 49.728696)",bigWhite
Sundance,easy,downhill,"LINESTRING (-118.930475 49.738105, -118.930568 49.737719, -118.930414 49.737378, -118.929394 49.736983, -118.928704 49.736878, -118.928117 49.736837, -118.927055 49.736754, -118.926577 49.736595, -118.926101 49.736248, -118.925403 49.735665, -118.924707 49.734667, -118.924491 49.734334, -118.924073 49.73303, -118.923921 49.732887, -118.923472 49.732461, -118.922528 49.7319, -118.921391 49.730638, -118.921265 49.730474, -118.920867 49.729956, -118.920608 49.728675, -118.920095 49.727543, -118.920157 49.726838, -118.920469 49.726073, -118.920944 49.725119, -118.921103 49.724915)",bigWhite
Flagpole,advanced,downhill,"LINESTRING (-118.941689 49.735339, -118.94265 49.7351, -118.943293 49.734542, -118.943927 49.733973, -118.944699 49.732975, -118.945589 49.732292, -118.946689 49.731986, -118.947102 49.731664, -118.947859 49.731088, -118.94773 49.730319, -118.948315 49.729733, -118.948502 49.729064)",bigWhite
Shakey Knees,advanced,downhill,"LINESTRING (-118.941657 49.735221, -118.942591 49.733883, -118.943256 49.733259, -118.943664 49.732725, -118.944522 49.732052, -118.944661 49.731713, -118.945037 49.731407, -118.945155 49.731116, -118.945101 49.730631, -118.945616 49.730097, -118.946357 49.729729, -118.947631 49.728874)",bigWhite
Dragon's Tongue,advanced,downhill,"LINESTRING (-118.938353 49.728252, -118.938881 49.727451, -118.938999 49.726813, -118.939075 49.72648, -118.939568 49.725946, -118.939662 49.725249, -118.938817 49.724337, -118.937441 49.723134, -118.93684 49.721698, -118.936282 49.721046)",bigWhite
Kicking Horse,advanced,downhill,"LINESTRING (-117.058228 51.29753, -117.057377 51.297762, -117.056068 51.298158)",kickinghorse
